open,high,low,close
628.0,628.25,626.55,626.55
626.85,626.85,626.0,626.6
626.65,627.0,626.5,626.95
626.9,627.1,626.5,627.0
626.85,627.5,626.85,627.35
627.4,628.5,627.4,628.05
628.4,628.7,628.15,628.7
628.2,629.55,628.2,629.45
629.55,629.7,628.85,628.9
628.75,629.5,628.75,629.45
629.6,629.95,629.45,629.65
629.7,629.7,629.1,629.3
629.3,629.75,629.2,629.75
629.7,629.75,628.85,629.2
629.3,629.4,628.85,629.3
629.3,629.3,628.45,628.45
628.5,628.9,628.3,628.5
628.5,628.65,628.1,628.65
628.7,628.7,628.05,628.1
628.1,628.55,628.1,628.2
628.2,628.8,628.2,628.8
628.75,628.8,628.35,628.7
628.7,629.3,628.7,629.05
629.05,629.4,629.05,629.35
629.35,629.55,629.3,629.45
629.4,629.55,629.0,629.2
629.0,629.2,629.0,629.2
629.15,629.9,629.15,629.65
629.35,629.75,629.35,629.7
629.75,629.8,629.65,629.8
629.85,630.25,629.85,630.25
630.15,630.45,629.8,630.0
629.8,630.3,629.8,630.3
630.4,630.4,630.1,630.25
630.05,630.3,629.8,630.3
630.2,630.45,630.2,630.4
630.4,630.95,630.4,630.95
630.95,631.5,630.65,631.4
631.4,631.8,631.35,631.4
631.6,631.8,631.2,631.2
631.2,631.5,631.1,631.1
631.1,631.15,630.65,630.65
630.7,631.3,630.7,631.25
631.25,631.45,630.8,630.9
630.9,631.4,630.65,631.25
631.25,631.8,631.2,631.25
631.25,631.5,631.2,631.45
631.45,631.5,631.3,631.4
631.4,631.5,631.0,631.15
631.0,631.45,631.0,631.4
631.4,631.9,631.4,631.9
631.9,631.95,631.8,631.95
631.85,631.95,631.8,631.9
631.95,631.95,631.85,631.85
631.85,631.95,631.85,631.9
631.95,631.95,631.85,631.85
631.9,632.8,631.85,632.8
632.85,633.0,632.4,632.45
632.4,632.95,632.4,632.75
632.8,632.9,632.55,632.85
632.85,632.9,632.6,632.65
632.7,632.85,632.45,632.8
632.8,632.85,632.75,632.8
632.85,633.0,632.85,632.95
632.95,633.35,632.95,633.25
633.4,633.5,633.0,633.35
633.35,633.5,633.15,633.3
633.2,633.3,633.0,633.0
633.15,633.15,632.5,632.5
632.55,632.65,632.25,632.25
632.35,632.35,632.0,632.2
632.1,632.2,631.6,631.95
631.95,632.1,631.6,632.0
631.9,632.0,631.9,631.95
631.95,632.6,631.95,632.45
632.6,632.7,632.5,632.65
632.65,632.8,632.15,632.15
632.0,632.35,632.0,632.0
631.75,632.0,631.65,631.9
631.95,631.95,631.55,631.9
631.9,632.15,631.9,632.0
632.2,632.5,632.05,632.05
632.15,632.15,631.7,631.8
631.8,631.8,631.55,631.55
631.55,631.9,631.55,631.7
631.75,632.0,631.7,632.0
631.95,632.1,631.95,632.1
632.3,632.4,632.05,632.2
632.15,632.25,631.8,632.25
632.25,632.25,632.15,632.25
632.2,632.7,632.15,632.6
632.6,633.2,632.6,632.95
632.95,633.2,632.9,633.2
633.1,633.45,633.05,633.05
633.0,633.3,633.0,633.1
633.1,633.4,633.05,633.35
633.4,633.4,633.1,633.1
633.0,633.4,633.0,633.1
633.1,633.15,632.7,633.05
633.05,633.3,633.05,633.1
633.0,633.15,632.85,633.05
633.1,633.2,633.0,633.1
633.05,633.2,633.0,633.2
633.15,633.4,633.15,633.35
633.4,633.5,633.2,633.4
633.4,633.4,632.95,633.2
633.3,633.3,632.9,633.0
633.1,633.25,632.95,633.1
633.1,633.25,632.95,633.05
633.3,633.3,633.0,633.0
