open,high,low,close
387.35,387.35,387.35,387.35
387.35,387.9,387.35,387.9
387.85,388.4,387.85,388.4
388.3,388.5,387.9,388.5
388.4,388.7,388.05,388.2
388.1,388.1,387.75,387.95
387.9,387.95,387.5,387.85
387.7,388.2,387.7,388.05
388.05,388.25,388.0,388.25
388.2,388.3,388.05,388.1
388.2,388.25,388.0,388.0
388.0,388.2,388.0,388.15
388.2,388.3,388.15,388.2
388.15,388.45,388.15,388.4
388.4,388.45,387.8,387.8
387.7,387.85,387.5,387.5
387.6,387.6,387.0,387.05
387.05,387.2,387.0,387.1
387.1,387.1,386.75,386.95
386.9,386.95,386.55,386.75
386.6,387.0,386.6,386.9
386.85,387.1,386.85,387.1
387.1,387.35,387.1,387.1
387.2,387.25,387.0,387.0
387.0,387.1,386.95,386.95
386.95,387.15,386.8,387.1
387.1,387.45,387.0,387.4
387.45,387.8,387.4,387.7
387.7,387.95,387.55,387.95
387.8,388.0,387.75,387.9
388.0,388.15,387.85,387.95
387.9,388.0,387.9,387.95
388.0,388.05,387.8,387.85
387.95,388.0,387.8,387.85
387.9,388.0,387.85,387.9
387.85,387.9,387.6,387.7
387.6,388.45,387.6,388.45
388.4,388.45,388.1,388.2
388.2,388.8,388.2,388.8
388.75,388.85,388.6,388.8
388.8,388.8,388.6,388.8
388.8,389.0,388.7,389.0
388.95,389.3,388.95,389.15
389.15,389.5,389.15,389.4
389.25,389.35,389.05,389.2
389.15,389.2,389.0,389.05
389.05,389.1,388.75,388.75
388.85,388.9,388.7,388.75
388.8,389.1,388.7,388.8
388.8,389.0,388.55,388.7
388.55,389.0,388.55,388.9
389.1,389.2,388.9,388.9
388.9,389.05,388.7,388.7
388.7,388.8,388.6,388.65
388.6,388.75,388.6,388.65
388.65,388.8,388.65,388.7
388.7,388.9,388.7,388.85
388.85,388.9,388.7,388.85
388.9,389.0,388.75,389.0
389.0,389.0,388.85,388.95
388.95,389.0,388.9,388.95
388.95,389.0,388.45,388.65
388.55,388.6,388.15,388.2
388.2,388.4,388.1,388.2
388.15,388.35,388.15,388.35
388.35,388.4,388.25,388.25
388.25,388.3,387.7,387.7
387.8,387.85,387.65,387.8
387.8,388.0,387.7,387.8
387.75,387.8,387.65,387.7
387.75,387.75,387.55,387.55
387.55,387.65,387.3,387.3
387.3,387.6,387.3,387.55
387.55,387.65,387.25,387.25
387.3,387.45,387.1,387.15
387.2,387.2,386.7,386.8
386.8,387.3,386.8,387.2
387.2,387.7,387.2,387.65
387.55,387.65,387.5,387.55
387.6,387.6,387.3,387.4
387.25,387.45,387.2,387.35
387.25,387.3,387.25,387.25
387.25,387.25,386.9,386.95
387.0,387.1,386.9,387.0
386.9,387.25,386.9,387.2
387.1,387.3,387.1,387.25
387.3,387.4,387.25,387.35
387.3,387.6,387.3,387.55
387.65,387.7,387.5,387.65
387.5,387.55,387.45,387.45
387.5,387.5,387.25,387.35
