open,high,low,close
533.4,533.55,533.35,533.45
533.35,533.55,533.35,533.55
533.55,533.6,533.4,533.6
533.6,533.85,533.4,533.85
533.85,533.95,533.45,533.8
533.9,534.0,533.8,533.95
534.15,534.4,534.0,534.0
534.0,534.4,533.95,534.4
534.0,534.5,534.0,534.4
534.4,534.55,534.25,534.3
534.3,534.4,534.2,534.25
534.2,534.5,534.2,534.5
534.5,534.65,534.35,534.65
534.65,534.7,534.35,534.7
534.4,535.0,534.4,534.55
534.55,534.75,534.4,534.4
534.5,534.5,534.0,534.0
534.3,534.3,533.8,533.8
533.8,534.0,533.8,534.0
534.0,534.0,533.8,533.95
533.85,533.95,533.85,533.85
533.8,534.0,533.8,533.9
533.9,534.05,533.8,534.0
534.0,534.35,533.9,534.35
534.35,534.35,534.0,534.0
534.0,534.3,534.0,534.25
534.25,534.3,534.2,534.3
534.3,534.3,534.2,534.2
534.15,534.3,534.15,534.15
534.15,534.25,534.15,534.15
534.25,534.3,534.15,534.15
534.3,534.3,534.15,534.25
534.25,534.25,534.0,534.0
534.15,534.15,534.0,534.1
534.1,534.1,534.0,534.0
534.0,534.15,534.0,534.1
534.1,534.15,534.0,534.0
534.0,534.15,534.0,534.0
534.0,534.1,533.9,534.0
534.1,534.1,533.2,533.2
533.2,533.25,533.1,533.1
533.1,533.3,533.1,533.15
533.15,533.35,533.15,533.3
533.3,533.45,533.3,533.3
533.45,533.45,533.0,533.0
533.0,533.3,533.0,533.1
533.1,533.2,533.0,533.0
533.0,533.1,533.0,533.05
533.1,533.15,533.05,533.15
533.15,533.25,533.1,533.15
533.15,533.25,533.15,533.25
533.5,533.75,533.2,533.55
533.75,533.75,533.6,533.75
533.75,533.75,533.5,533.55
533.55,533.55,533.5,533.55
533.5,533.75,533.5,533.5
533.75,533.75,533.5,533.5
533.65,533.65,533.5,533.5
533.5,533.65,533.5,533.5
533.5,533.65,533.5,533.5
533.5,533.65,533.5,533.65
533.65,533.8,533.5,533.8
533.8,534.0,533.75,533.9
533.9,534.15,533.9,534.15
534.15,534.2,534.0,534.0
534.0,534.15,534.0,534.15
534.15,534.2,534.1,534.1
534.1,534.2,534.1,534.1
534.1,534.15,534.1,534.1
534.0,534.15,534.0,534.0
534.0,534.2,534.0,534.2
534.2,534.2,534.0,534.15
534.15,534.75,534.05,534.5
534.5,534.75,534.5,534.5
534.5,534.7,534.5,534.6
534.6,534.9,534.55,534.6
534.6,534.75,534.55,534.6
534.6,534.9,534.55,534.85
534.85,534.9,534.65,534.85
534.85,534.9,534.75,534.9
534.9,534.9,534.75,534.75
534.8,534.95,534.75,534.95
534.95,534.95,534.7,534.7
534.7,534.9,534.7,534.8
534.9,534.9,534.8,534.85
534.9,534.9,534.85,534.85
534.9,534.9,534.8,534.8
534.8,534.85,534.8,534.8
534.8,534.9,534.8,534.8
534.95,534.95,534.8,534.95
534.95,534.95,534.8,534.8
534.8,534.9,534.8,534.8
534.95,534.95,534.8,534.95
534.95,534.95,534.85,534.9
534.9,534.95,534.85,534.95
534.95,535.0,534.8,534.85
534.85,535.0,534.85,534.85
534.85,535.0,534.85,534.85
535.0,535.4,534.85,535.05
535.05,535.35,535.05,535.25
535.35,535.35,535.2,535.3
535.35,535.4,535.2,535.35
535.35,535.35,535.25,535.25
535.25,535.3,535.15,535.15
535.2,535.2,535.15,535.2
535.2,535.2,535.15,535.15
535.15,535.2,535.05,535.05
535.2,535.2,534.8,534.8
534.8,535.0,534.8,534.8
534.8,535.0,534.75,534.75
534.85,534.95,534.75,534.85
534.75,535.0,534.35,534.65
534.65,534.7,534.4,534.45
534.65,534.75,534.4,534.4
534.45,534.5,534.4,534.45
534.45,534.65,534.4,534.4
534.4,534.6,534.4,534.4
534.4,534.6,534.4,534.5
534.5,534.6,534.45,534.45
534.45,534.5,534.45,534.45
534.45,534.5,534.45,534.45
534.45,534.6,534.45,534.45
534.35,534.5,534.35,534.45
534.45,534.45,534.35,534.45
534.5,534.5,534.35,534.35
534.35,534.5,534.05,534.05
534.05,534.35,534.05,534.1
534.1,534.35,534.1,534.1
534.1,534.25,534.05,534.1
534.1,534.1,534.05,534.05
534.05,534.1,533.9,533.9
534.0,534.0,533.55,533.6
533.6,533.6,533.55,533.6
533.6,533.6,533.3,533.3
533.35,533.35,533.05,533.3
533.3,533.6,533.25,533.45
533.45,533.85,533.45,533.55
533.8,533.8,533.55,533.65
533.65,533.8,533.65,533.8
533.8,533.9,533.5,533.85
533.85,533.95,533.65,533.95
533.95,534.05,533.85,534.0
534.0,534.2,534.0,534.2
534.15,534.15,533.9,534.1
534.15,534.2,534.0,534.15
534.15,534.4,534.15,534.25
534.3,534.3,534.1,534.15
534.1,534.15,534.1,534.1
534.1,534.15,534.1,534.1
534.1,534.15,534.05,534.1
534.1,534.1,534.0,534.0
534.0,534.05,534.0,534.0
534.05,534.05,533.9,533.95
533.95,533.95,533.5,533.55
533.55,533.7,533.5,533.65
533.65,533.65,533.5,533.5
533.5,533.6,533.45,533.5
533.5,533.5,533.25,533.3
533.3,533.4,533.15,533.3
533.3,533.4,533.1,533.1
533.1,533.15,533.1,533.1
533.15,533.2,533.05,533.1
533.2,533.2,533.1,533.2
533.2,533.2,533.1,533.2
533.2,533.2,533.1,533.2
533.2,533.2,533.05,533.15
533.1,533.15,532.8,532.8
532.95,533.0,532.7,533.0
533.0,533.05,532.8,532.85
532.85,533.0,532.85,533.0
533.0,533.05,532.95,533.0
533.0,533.5,532.85,533.2
533.2,533.5,533.2,533.3
533.3,533.45,533.3,533.35
533.35,533.45,533.35,533.4
533.45,533.45,533.3,533.3
533.3,533.4,533.3,533.3
533.3,533.35,533.3,533.3
533.3,533.4,533.3,533.3
533.4,533.4,533.3,533.4
533.4,533.4,533.35,533.35
533.35,533.4,533.3,533.3
533.35,533.35,533.3,533.35
533.35,533.35,533.25,533.25
533.35,533.35,533.25,533.25
533.3,533.3,533.25,533.25
533.25,533.3,533.05,533.05
533.05,533.05,533.0,533.05
533.0,533.05,532.75,532.8
532.8,533.35,532.75,533.15
533.35,533.55,533.2,533.55
533.55,533.55,532.85,533.05
533.05,533.05,533.0,533.05
533.05,533.2,533.0,533.0
533.0,533.2,533.0,533.2
533.2,533.35,533.1,533.1
533.25,533.25,533.1,533.1
533.2,533.2,533.1,533.1
533.1,533.1,533.05,533.1
533.1,533.1,533.05,533.05
533.15,533.15,533.05,533.05
533.05,533.15,533.0,533.15
533.05,533.15,533.0,533.0
533.0,533.1,533.0,533.0
533.0,533.05,533.0,533.0
533.05,533.05,533.0,533.0
533.0,533.15,533.0,533.0
533.0,533.05,533.0,533.0
533.0,533.05,533.0,533.05
533.0,533.05,533.0,533.0
533.0,533.05,533.0,533.0
533.05,533.05,533.0,533.0
533.0,533.0,532.95,532.95
532.95,533.0,532.95,532.95
532.95,533.0,532.75,532.85
532.75,532.85,532.75,532.75
532.8,532.8,532.75,532.75
532.75,532.8,532.75,532.8
532.8,532.8,532.75,532.75
532.8,532.8,532.7,532.7
532.7,532.8,532.6,532.6
532.6,532.7,532.6,532.65
532.7,532.7,532.65,532.65
532.7,532.7,532.65,532.7
532.65,532.7,532.55,532.6
532.55,532.55,532.25,532.4
532.4,532.4,532.25,532.3
532.2,532.3,532.1,532.1
532.15,532.15,532.05,532.05
532.05,532.15,532.05,532.05
532.15,532.2,532.05,532.1
532.1,532.2,532.05,532.1
532.1,532.2,532.05,532.15
532.15,532.2,532.05,532.2
532.2,532.2,532.0,532.05
532.05,532.15,532.05,532.1
532.1,532.15,532.1,532.1
532.1,532.15,531.8,531.9
531.9,531.9,531.1,531.4
531.35,531.45,531.0,531.1
531.0,531.1,531.0,531.1
531.15,531.5,531.05,531.3
531.3,531.4,531.1,531.2
531.2,531.5,531.2,531.45
531.45,531.5,531.35,531.4
531.4,531.5,531.2,531.2
531.3,531.3,530.25,530.6
530.55,530.7,530.55,530.65
530.7,530.85,530.6,530.8
530.95,531.0,530.85,531.0
531.0,531.0,530.85,530.85
